"코드","종목명","액면가"
"047400","유니온머티리얼","500"
"002450","삼익악기","500"
"332930","HANARO 200TR","0"
"019440","세아특수강","5,000"
"012600","청호ICT","500"
"130730","KOSEF 단기자금","0"
"414780","TIGER 차이나과창판STAR50(합성)","0"
"472150","TIGER 배당프리미엄액티브","0"
"023000","삼원강재","500"
"009070","KCTC","500"
"466400","KTOP 25-08 회사채(A+이상)액티브","0"
"570082","한투 인버스 2X 코스닥150선물 ETN","0"
"267290","경동도시가스","2,500"
"400970","TIGER Fn메타버스","0"
"470320","BNK 24-11 회사채(AA-이상)액티브","0"
"204480","TIGER 차이나CSI300레버리지(합성)","0"
"395290","HANARO Fn K-POP&미디어","0"
"464930","TIGER 글로벌혁신블루칩TOP10","0"
"419890","히어로즈 단기채권ESG액티브","0"
"010660","화천기계","500"
"465350","KBSTAR 2차전지TOP10인버스(합성)","0"
"350520","이지스레지던스리츠","1,000"
"034590","인천도시가스","5,000"
"168580","ACE 중국본토CSI300","0"
"270810","KBSTAR 코스닥150","0"
"472920","HK 종합채권(AA-이상)액티브","0"
"473290","KODEX 26-12 회사채(AA-이상)액티브","0"
"004890","동일산업","5,000"
"003350","한국화장품제조","500"
"000230","일동홀딩스","1,000"
"468820","WOORI 25-09 회사채(AA-이상)액티브","0"
"447770","TIGER 테슬라채권혼합Fn","0"
"261260","KODEX 미국달러선물인버스2X","0"
"462900","KoAct 바이오헬스케어액티브","0"
"007280","한국특강","500"
"096775","SK이노베이션우","5,000"
"232080","TIGER 코스닥150","0"
"456880","ACE 미국달러SOFR금리(합성)","0"
"004720","팜젠사이언스","500"
"067830","세이브존I&C","1,000"
"035000","HS애드","1,000"
"078000","텔코웨어","500"
"610061","메리츠 3X 레버리지 국채30년 ETN","0"
"002460","화성산업","5,000"
"264900","크라운제과","200"
"002600","조흥","5,000"
"023450","동남합성","500"
"017040","광명전기","500"
"500083","신한 KOFR금리 ETN","0"
"004100","태양금속","500"
"058860","KTis","500"
"157490","TIGER 소프트웨어","0"
"012690","모나리자","500"
"300640","KBSTAR 게임테마","0"
"227840","현대코퍼레이션홀딩스","5,000"
"367760","KBSTAR Fn5G테크","0"
"500084","신한 미국달러 SOFR금리 플러스 ETN","0"
"500071","신한 레버리지 코스닥 150 선물 ETN","0"
"325010","KODEX Fn성장","0"
"005870","휴니드","5,000"
"011150","CJ씨푸드","500"
"016880","웅진","500"
"001380","SG글로벌","500"
"123690","한국화장품","500"
"003480","한진중공업홀딩스","5,000"
"004140","동방","1,000"
"044820","코스맥스비티아이","500"
"002720","국제약품","1,000"
"007980","태평양물산","500"
"610054","메리츠 블룸버그 -2X 천연가스 선물 ETN(H)","0"
"013520","화승코퍼레이션","500"
"266420","KODEX 헬스케어","0"
"204210","스타리츠","5,000"
"101140","인바이오젠","500"
"006740","영풍제지","500"
"004540","깨끗한나라","1,000"
"245340","TIGER 미국다우존스30","0"
"092440","기신정기","500"
"011300","성안","500"
"031820","콤텍시스템","500"
"006340","대원전선","500"
"476070","KODEX 글로벌비만치료제TOP2 Plus","0"
"023810","인팩","500"
"244920","에이플러스에셋","500"
"006370","대구백화점","5,000"
"448540","ACE 엔비디아채권혼합블룸버그","0"
"004060","SG세계물산","500"
"005740","크라운해태홀딩스","500"
"700020","하나 블룸버그 -2X 천연가스 선물 ETN(H)","0"
"009410","태영건설","500"
"570051","한투 나스닥 100 ETN","0"
"015590","KIB플러그에너지","500"
"009200","무림페이퍼","2,500"
"308170","씨티알모빌리티","500"
"003610","방림","500"
"476810","KODEX 25-11 은행채(AA-이상)PLUS액티브","0"
"510029","대신 S&P 인버스 2X 천연가스 선물 ETN","0"
"520063","미래에셋 -0.5X S&P500 VIX S/T선물 ETN(H)","0"
"016090","대현","500"
"007590","동방아그로","500"
"000220","유유제약","1,000"
"006880","신송홀딩스","500"
"145210","다이나믹디자인","500"
"570050","한투 S&P500 선물 ETN","0"
"520057","미래에셋 인버스 2X 코스닥150 선물 ETN","0"
"458260","TIGER 미국투자등급회사채액티브(H)","0"
"005800","신영와코루","500"
"010960","삼호개발","500"
"018500","동원금속","500"
"007110","일신석재","500"
"001290","상상인증권","1,000"
"001560","제일연마","500"
"267770","TIGER 200선물레버리지","0"
"461260","ACE 25-06 회사채(AA-이상)액티브","0"
"309230","ACE 미국WideMoat가치주","0"
"283580","KODEX 차이나CSI300","0"
"252710","TIGER 200선물인버스2X","0"
"034300","신세계건설","5,000"
"520056","미래에셋 레버리지 코스닥150 선물 ETN","0"
"013870","지엠비코리아","500"
"357250","미래에셋맵스리츠","1,000"
"021820","세원정공","500"
"000910","유니온","500"
"010600","웰바이오텍","500"
"357430","마스턴프리미어리츠","1,000"
"006090","사조오양","5,000"
"33626","두산퓨얼셀1우","100"
"03473","SK우","200"
"150460","TIGER 중국소비테마","0"
"003925","남양유업우","5,000"
"378850","화승알앤에이","500"
"004960","한신공영","5,000"
"338100","NH프라임리츠","500"
"454780","히어로즈 종합채권(AA-이상)액티브","0"
"008970","동양철관","500"
"041650","상신브레이크","500"
"228810","TIGER 미디어컨텐츠","0"
"510019","대신 인버스 천연가스 선물 ETN(H)","0"
"003780","진양산업","500"
"004770","써니전자","500"
"449450","ARIRANG K방산Fn","0"
"437350","KBSTAR 미국단기투자등급회사채액티브","0"
"463050","TIMEFOLIO K바이오액티브","0"
"204450","KODEX 차이나H레버리지(H)","0"
"437080","KODEX 미국종합채권ESG액티브(H)","0"
"438570","SOL 국고채10년","0"
"139230","TIGER 200 중공업","0"
"002140","고려산업","1,000"
"473330","SOL 미국30년국채커버드콜(합성)","0"
"000105","유한양행우","1,000"
"024890","대원화성","500"
"014790","HL D&I","5,000"
"465780","마이티 26-09 특수채(AAA)액티브","0"
"144600","KODEX 은선물(H)","0"
"100220","비상교육","500"
"011230","삼화전자","1,000"
"000590","CS홀딩스","5,000"
"075180","새론오토모티브","500"
"454320","HANARO CAPEX설비투자iSelect","0"
"009810","플레이그램","100"
"500029","신한 레버리지 은 선물 ETN(H)","0"
"118000","에스메디","500"
"500015","신한 WTI원유 선물 ETN(H)","0"
"027740","마니커","500"
"580021","KB 인버스 천연가스 선물 ETN","0"
"466950","TIGER 글로벌AI액티브","0"
"138540","TIGER 현대차그룹+펀더멘털","0"
"002760","보락","200"
"002920","유성기업","500"
"085310","엔케이","500"
"011420","갤럭시아에스엠","500"
"002220","한일철강","500"
"004910","조광페인트","500"
"000850","화천기공","5,000"
"004270","남성","500"
"017180","명문제약","500"
"058730","다스코","500"
"195980","ARIRANG 신흥국MSCI(합성 H)","0"
"069460","대호에이엘","500"
"003010","혜인","500"
"000890","보해양조","500"
"102280","쌍방울","500"
"119650","KC코트렐","500"
"008110","대동전자","500"
"433330","SOL 미국S&P500","0"
"002360","SH에너지화학","500"
"550044","QV 레버리지 S&P500 ETN","0"
"000650","천일고속","5,000"
"129260","인터지스","500"
"284430","KODEX 200미국채혼합","0"
"155660","DSR","500"
"013700","까뮤이앤씨","500"
"111110","호전실업","500"
"014440","영보화학","500"
"078935","GS우","5,000"
"006660","삼성공조","500"
"001550","조비","5,000"
"004410","서울식품","100"
"009180","한솔로지스틱스","500"
"004450","삼화왕관","5,000"
"002630","오리엔트바이오","500"
"009190","대양금속","500"
"090080","평화산업","500"
"414270","ACE G2전기차&자율주행액티브","0"
"019180","티에이치엔","500"
"261220","KODEX WTI원유선물(H)","0"
"026940","부국철강","500"
"001260","남광토건","5,000"
"174360","KBSTAR 중국본토대형주CSI100","0"
"001620","케이비아이동국실업","500"
"001275","부국증권우","5,000"
"002795","아모레G우","500"
"009440","KC그린홀딩스","500"
"475080","KODEX 테슬라인컴프리미엄채권혼합액티브","0"
"580010","KB Wise 분할매매 ETN","0"
"025560","미래산업","500"
"114820","TIGER 국채3년","0"
"464310","TIGER 글로벌AI&로보틱스 INDXX","0"
"228790","TIGER 화장품","0"
"008250","이건산업","5,000"
"000157","두산2우B","5,000"
"004920","씨아이테크","500"
"411420","KODEX 미국메타버스나스닥액티브","0"
"025750","한솔홈데코","1,000"
"023350","한국종합기술","500"
"009770","삼정펄프","5,000"
"136340","KBSTAR 중기우량회사채","0"
"298770","KODEX 한국대만IT프리미어","0"
"269540","ARIRANG 미국S&P500(H)","0"
"013360","일성건설","500"
"008870","금비","5,000"
"139280","TIGER 경기방어","0"
"465770","STX그린로지스","2,500"
"315960","KBSTAR 대형고배당10TR","0"
"610066","메리츠 KAP 통안채 3개월 ETN","0"
"071090","하이스틸","500"
"152380","KODEX 국채선물10년","0"
"006980","우성","5,000"
"120115","코오롱인더우","5,000"
"520054","미래에셋 레버리지 코스피200 선물 ETN","0"
"005750","대림B&Co","1,000"
"008420","문배철강","500"
"458210","히어로즈 CD금리액티브(합성)","0"
"452250","ACE 미국30년국채선물레버리지(합성 H)","0"
"28513","SK케미칼우","5,000"
"069640","한세엠케이","500"
"092780","동양피스톤","500"
"006805","미래에셋증권우","5,000"
"021050","서원","500"
"476550","TIGER 미국30년국채프리미엄액티브(H)","0"
"014710","사조씨푸드","1,000"
"011390","부산산업","5,000"
"009320","대우부품","500"
"069730","DSR제강","500"
"003560","IHQ","500"
"002880","대유에이텍","500"
"437070","KODEX 아시아달러채권ESG플러스액티브","0"
"458030","WOORI 단기국공채액티브","0"
"003080","성보화학","500"
"580015","KB 레버리지 나스닥 100 ETN","0"
"014130","한익스프레스","500"
"472160","TIGER 미국테크TOP10 INDXX(H)","0"
"610038","메리츠 레버리지 미국채30년 ETN(H)","0"
"760001","키움 미국달러선물 ETN","0"
"143210","핸즈코퍼레이션","500"
"700023","하나 Solactive 2X US Tech Top 10 ETN(H)","0"
"500072","신한 인버스 2X 코스닥 150 선물 ETN","0"
"123700","SJM","500"
"009835","한화솔루션우","5,000"
"010640","진양폴리","500"
"261240","KODEX 미국달러선물","0"
"049800","우진플라임","500"
"005360","모나미","1,000"
"233160","TIGER 코스닥150 레버리지","0"
"580016","KB 레버리지 S&P 500 선물 ETN(H)","0"
"236350","TIGER 인도니프티50레버리지(합성)","0"
"025530","SJM홀딩스","500"
"014990","인디에프","500"
"464240","히어로즈 26-09 회사채(AA-이상)액티브","0"
"418660","TIGER 미국나스닥100레버리지(합성)","0"
"500027","신한 인버스 2X WTI원유 선물 ETN(H)","0"
"225040","TIGER 미국S&P500레버리지(합성 H)","0"
"461500","HANARO 종합채권(AA-이상)액티브","0"
"004440","삼일씨엔에스","1,000"
"091090","세원이앤씨","500"
"261140","TIGER 우선주","0"
"446070","유니드비티플러스","1,000"
"134790","시디즈","500"
"007610","선도전기","500"
"469580","KBSTAR KP달러채권액티브","0"
"440640","ACE 단기채권알파액티브","0"
"012160","영흥","500"
"322400","HANARO e커머스","0"
"435420","TIGER 미국나스닥100TR채권혼합Fn","0"
"470310","UNICORN 생성형AI강소기업액티브","0"
"520071","미래에셋 0.5X 코스닥150 선물 ETN","0"
"500050","신한 레버리지 S&P500 선물 ETN","0"
"000725","현대건설우","5,000"
"004870","티웨이홀딩스","500"
"005305","롯데칠성우","500"
"099140","KODEX 차이나H","0"
"023960","에쓰씨엔지니어링","500"
"009460","한창제지","500"
"37550","DL이앤씨2우(전환)","5,000"
"520070","미래에셋 0.5X 코스피200 선물 ETN","0"
"090370","메타랩스","2,500"
"282000","KBSTAR 국고채3년선물인버스","0"
"256440","ACE 인도네시아MSCI(합성)","0"
"448490","HANARO 32-10 국고채액티브","0"
"412570","TIGER 2차전지TOP10레버리지","0"
"530019","삼성 미국 대형 성장주 ETN","0"
"465660","TIGER 일본반도체FACTSET","0"
"400570","KODEX 유럽탄소배출권선물ICE(H)","0"
"476850","KoAct 배당성장액티브","0"
"33637","솔루스첨단소재1우","100"
"015260","에이엔피","500"
"145270","케이탑리츠","1,000"
"520067","미래에셋 홍콩H 선물 ETN(H)","0"
"033250","체시스","500"
"020760","일진디스플","500"
"580025","KB 레버리지 KRX 2차전지 K-뉴딜 ETN","0"
"051630","진양화학","500"
"003535","한화투자증권우","5,000"
"012280","영화금속","500"
"023150","MH에탄올","500"
"072130","유엔젤","500"
"012200","계양전기","500"
"013000","세우글로벌","500"
"307520","TIGER 지주회사","0"
"371450","TIGER 글로벌클라우드컴퓨팅INDXX","0"
"010770","평화홀딩스","500"
"152870","파워 200","0"
"458750","TIGER 미국배당+3%프리미엄다우존스","0"
"009310","참엔지니어링","500"
"500037","신한 레버리지 금 선물 ETN","0"
"308620","KODEX 미국채10년선물","0"
"006570","대림통상","1,000"
"000040","KR모터스","500"
"245360","TIGER 차이나HSCEI","0"
"453820","KODEX 인도Nifty50레버리지(합성)","0"
"108450","ACE 삼성그룹섹터가중","0"
"000215","DL우","5,000"
"203780","TIGER 미국나스닥바이오","0"
"434060","KODEX TDF2050액티브","0"
"005820","원림","5,000"
"438320","TIGER 차이나항셍테크레버리지(합성 H)","0"
"580020","KB 천연가스 선물 ETN(H)","0"
"407830","에셋플러스 글로벌플랫폼액티브","0"
"365000","TIGER 인터넷TOP10","0"
"006125","SK디스커버리우","5,000"
"006200","한국전자홀딩스","500"
"530015","삼성 미국 대형 성장주 ETN(H)","0"
"005320","국동","500"
"760007","키움 코스피 200 TR ETN","0"
"441640","KODEX 미국배당프리미엄액티브","0"
"276970","KODEX 미국S&P500배당귀족커버드콜(합성 H)","0"
"123320","TIGER 레버리지","0"
"002410","범양건영","1,000"
"395750","ARIRANG ESG가치주액티브","0"
"465330","KBSTAR 2차전지TOP10","0"
"570029","한투 코스피 양매도 3% OTM ETN","0"
"000760","이화산업","5,000"
"429000","TIGER 미국S&P500배당귀족","0"
"570081","한투 레버리지 코스닥150선물 ETN","0"
"354350","HANARO 글로벌럭셔리S&P(합성)","0"
"510026","대신 레버리지 코스닥 150 선물 ETN","0"
"530106","삼성 레버리지 코스닥150 선물 ETN","0"
"122260","KOSEF 통안채1년","0"
"368190","HANARO Fn K-뉴딜디지털플러스","0"
"271050","KODEX WTI원유선물인버스(H)","0"
"500020","신한 레버리지 다우존스지수 선물 ETN(H)","0"
"530020","삼성 미국 대형 가치주 ETN","0"
"456680","TIGER 차이나전기차레버리지(합성)","0"
"388280","KBSTAR Fn컨택트대표","0"
"474590","WOORI 반도체밸류체인액티브","0"
"411540","SOL 200 Top10","0"
"019175","신풍제약우","500"
"395150","KODEX Fn웹툰&드라마","0"
"448330","KODEX 삼성전자채권혼합Wise","0"
"332500","ACE 200TR","0"
"700017","하나 레버리지 코스닥150 선물 ETN","0"
"304780","HANARO 200선물레버리지","0"
"469170","ACE 포스코그룹포커스","0"
"336160","KBSTAR 금융채액티브","0"
"261270","KODEX 미국달러선물인버스","0"
"003465","유화증권우","1,000"
"385510","KODEX K-신재생에너지액티브","0"
"001070","대한방직","1,000"
"133820","화인베스틸","500"
"102970","KODEX 증권","0"
"550066","QV S&P500 버퍼10% 9월 ETN","0"
"37550","DL이앤씨우","5,000"
"093240","형지엘리트","500"
"195930","TIGER 유로스탁스50(합성 H)","0"
"419430","KODEX 차이나2차전지MSCI(합성)","0"
"024070","WISCOM","500"
"005030","부산주공","500"
"469070","KBSTAR AI&로봇","0"
"002690","동일제강","500"
"010400","우진아이엔에스","500"
"473490","KOSEF 글로벌AI반도체","0"
"455960","KBSTAR 미국달러SOFR금리액티브(합성)","0"
"570093","한투 레버리지 천연가스 선물 ETN B","0"
"266360","KODEX 미디어&엔터테인먼트","0"
"500082","신한 블룸버그 2X 천연가스 선물 ETN","0"
"530055","삼성 레버리지 금 선물 ETN(H)","0"
"530061","삼성 레버리지 은 선물 ETN(H)","0"
"227540","TIGER 200 헬스케어","0"
"001465","BYC우","5,000"
"123310","TIGER 인버스","0"
"472830","KBSTAR 미국채30년커버드콜(합성)","0"
"000950","전방","5,000"
"371470","TIGER 차이나바이오테크SOLACTIVE","0"
"472170","TIGER 미국테크TOP10채권혼합","0"
"114100","KBSTAR 국고채3년","0"
"337160","KODEX 200ESG","0"
"530100","삼성 블룸버그 인버스 2X WTI원유 선물 ETN","0"
"700022","하나 Solactive US Tech Top 10 ETN(H)","0"
"530016","삼성 미국 대형 가치주 ETN(H)","0"
"530110","삼성 인버스 0.5X S&P500 VIX S/T선물 ETN","0"
"266160","KBSTAR 고배당","0"
"570089","한투 인버스 0.5X S&P500 VIX S/T 선물 ETN","0"
"272910","ACE 중장기국공채액티브","0"
"248270","TIGER S&P글로벌헬스케어(합성)","0"
"003475","유안타증권우","5,000"
"500018","신한 구리 선물 ETN(H)","0"
"438080","ACE 미국S&P500채권혼합액티브","0"
"463300","KBSTAR 중국본토CSI300","0"
"700024","하나 -0.5X S&P500 VIX S/T 선물 ETN(H)","0"
"447620","SOL 미국TOP5채권혼합40 Solactive","0"
"084670","동양고속","5,000"
"084870","TBH글로벌","500"
"500076","신한 S&P500 VIX S/T 선물 ETN D","0"
"009140","경인전자","5,000"
"395160","KODEX Fn시스템반도체","0"
"243880","TIGER 200IT레버리지","0"
"219390","KBSTAR 미국S&P원유생산기업(합성 H)","0"
"008775","호텔신라우","5,000"
"319640","TIGER 골드선물(H)","0"
"520050","미래에셋 인버스 2X 원유선물혼합 ETN(H)","0"
"001420","태원물산","500"
"014910","성문전자","500"
"002420","세기상사","500"
"266370","KODEX IT","0"
"530099","삼성 블룸버그 레버리지 WTI원유 선물 ETN","0"
"434960","대신343 K200","0"
"003680","한성기업","5,000"
"530118","삼성 코스닥 150 TR ETN","0"
"423170","SOL 한국형글로벌반도체액티브","0"
"008600","윌비스","1,000"
"520066","미래에셋 KRX금현물 Auto-KO-C 2810-01 ETN","0"
"002070","비비안","500"
"279530","KODEX 고배당","0"
"138230","KOSEF 미국달러선물","0"
"101280","KODEX 일본TOPIX100","0"
"500016","신한 금 선물 ETN(H)","0"
"530067","삼성 KRX 금현물 ETN","0"
"394350","KOSEF 글로벌퓨처모빌리티","0"
"002820","SUN&L","1,000"
"261250","KODEX 미국달러선물레버리지","0"
"426150","WOORI 대한민국국고채액티브","0"
"001140","국보","500"
"610044","메리츠 인버스 천연가스 선물 ETN(H)","0"
"610064","메리츠 KAP 통안채 6개월 ETN","0"
"520053","미래에셋 인버스 천연가스 선물 ETN(H)","0"
"044380","주연테크","200"
"030720","동원수산","5,000"
"210780","TIGER 코스피고배당","0"
"500069","신한 레버리지 코스피 200 선물 ETN","0"
"530104","삼성 레버리지 코스피200 선물 ETN","0"
"000300","대유플러스","500"
"464470","ARIRANG 미국채30년액티브","0"
"007120","미래아이앤지","500"
"015020","이스타코","500"
"332620","ARIRANG 미국장기우량회사채","0"
"417630","TIGER KEDI혁신기업ESG30","0"
"397410","KBSTAR 국채선물5년추종인버스","0"
"530023","삼성 레버리지 China A50 선물 ETN(H)","0"
"280930","KODEX 미국러셀2000(H)","0"
"011090","에넥스","500"
"530014","삼성 China A50 선물 ETN(H)","0"
"237350","KODEX 코스피100","0"
"426030","TIMEFOLIO 미국나스닥100액티브","0"
"520010","미래에셋 원유선물혼합 ETN(H)","0"
"238720","ACE 일본Nikkei225(H)","0"
"530115","삼성 레버리지 나스닥 100 ETN","0"
"006380","카프로","500"
"002870","신풍","500"
"019685","대교우B","500"
"570079","한투 블룸버그 인버스 2X WTI원유 선물 ETN","0"
"00499","롯데지주우","200"
"445150","KODEX K-친환경선박액티브","0"
"476690","TIGER 글로벌비만치료제TOP2Plus","0"
"375770","KODEX 탄소효율그린뉴딜","0"
"450910","SOL 코스닥150","0"
"363510","SOL KIS단기통안채","0"
"500004","신한 브렌트원유 선물 ETN(H)","0"
"421320","ARIRANG 우주항공&UAM iSelect","0"
"326230","KBSTAR 내수주플러스","0"
"387270","TIGER 글로벌BBIG액티브","0"
"570059","한투 레버리지 금 선물 ETN","0"
"218420","KODEX 미국S&P500에너지(합성)","0"
"276990","KODEX 글로벌로봇(합성)","0"
"001685","대상우","1,000"
"003495","대한항공우","5,000"
"025890","한국주강","500"
"399110","SOL 미국S&P500ESG","0"
"025620","제이준코스메틱","500"
"004365","세방우","500"
"570044","한투 인버스 2X 나스닥 100 ETN","0"
"466920","SOL 조선TOP3플러스","0"
"464920","ARIRANG 일본반도체소부장Solactive","0"
"440340","TIGER 글로벌멀티에셋TIF액티브","0"
"500035","신한 레버리지 미국달러 선물 ETN","0"
"019490","하이트론","500"
"001210","금호전기","500"
"385520","KODEX K-미래차액티브","0"
"385720","TIMEFOLIO Kstock액티브","0"
"289480","TIGER 200커버드콜ATM","0"
"360140","KODEX 200롱코스닥150숏선물","0"
"530113","삼성 레버리지 S&P500 선물 ETN","0"
"570078","한투 블룸버그 레버리지 WTI원유 선물 ETN","0"
"359210","KODEX 코스피TR","0"
"250730","KBSTAR 차이나HSCEI(H)","0"
"088790","진도","500"
"500023","신한 콩 선물 ETN(H)","0"
"500017","신한 은 선물 ETN(H)","0"
"700013","하나 레버리지 콩 선물 ETN(H)","0"
"404260","KODEX KRX기후변화솔루션","0"
"287180","ARIRANG 미국나스닥테크","0"
"385590","ACE ESG액티브","0"
"261120","TIGER 미국달러선물인버스2X","0"
"530088","삼성 레버리지 KRX 2차전지 K-뉴딜 ETN","0"
"550041","QV 미국 IT TOP5 ETN(H)","0"
"407310","HANARO 200 TOP10","0"
"329670","KODEX TRF7030","0"
"329660","KODEX TRF5050","0"
"138520","TIGER 삼성그룹펀더멘털","0"
"261070","TIGER 코스닥150바이오테크","0"
"610002","메리츠 레버리지 인플레이션 국채 ETN","0"
"33626","두산퓨얼셀2우B","100"
"387280","TIGER 퓨처모빌리티액티브","0"
"610022","메리츠 미국채10년 ETN(H)","0"
"272570","KBSTAR 중장기국공채액티브","0"
"473460","KODEX 미국서학개미","0"
"010420","한솔PNS","500"
"590018","미래에셋 중국 심천 100 ETN","0"
"550062","QV 레버리지 금 선물 ETN(H)","0"
"152550","한국ANKOR유전","0"
"610012","메리츠 레버리지 금 선물 ETN(H)","0"
"084695","대상홀딩스우","1,000"
"292190","KODEX KRX300","0"
"005257","녹십자홀딩스2우","500"
"520055","미래에셋 인버스 2X 코스피200 선물 ETN","0"
"001770","SHD","5,000"
"500009","신한 다우존스지수 선물 ETN(H)","0"
"117680","KODEX 철강","0"
"354500","ACE 코스닥150","0"
"244670","KODEX 밸류Plus","0"
"469050","KBSTAR 미국반도체NYSE(H)","0"
"117700","KODEX 건설","0"
"385600","ACE 2차전지&친환경차액티브","0"
"160580","TIGER 구리실물","0"
"446700","KBSTAR 배터리 리사이클링iSelect","0"
"610001","메리츠 인플레이션 국채 ETN","0"
"391600","ACE 미국친환경그린테마INDXX","0"
"610008","메리츠 레버리지 국채30년 ETN","0"
"442260","마이티 다이나믹퀀트액티브","0"
"580056","KB 일본 로보틱스 TOP 10 ETN","0"
"269420","KODEX S&P글로벌인프라(합성)","0"
"276650","KBSTAR 글로벌4차산업IT(합성 H)","0"
"237370","KODEX 배당성장채권혼합","0"
"341850","TIGER 리츠부동산인프라채권TR KIS","0"
"475280","ACE 8월만기자동연장회사채AA-이상액티브","0"
"520065","미래에셋 -2X 미국채울트라30년 선물 ETN","0"
"570073","한투 인버스 2X 구리 선물 ETN","0"
"140700","KODEX 보험","0"
"256750","KODEX 차이나심천ChiNext(합성)","0"
"332610","ARIRANG 미국단기우량회사채","0"
"108675","LX하우시스우","5,000"
"453330","KBSTAR 미국S&P500(H)","0"
"300950","KODEX 게임산업","0"
"580057","KB 일본 컨슈머 TOP 10 ETN","0"
"130680","TIGER 원유선물Enhanced(H)","0"
"550059","QV iSelect 글로벌 EMP ETN(H)","0"
"760008","키움 코스닥 150 TR ETN","0"
"520039","미래에셋 코스닥150 선물 ETN","0"
"441800","TIMEFOLIO Korea플러스배당액티브","0"
"475260","ACE 2월만기자동연장회사채AA-이상액티브","0"
"520038","미래에셋 인버스 코스피200 선물 ETN","0"
"169950","KODEX 차이나A50","0"
"500061","신한 인버스 코스피 200 선물 ETN","0"
"550084","QV 코스피 200 TR ETN","0"
"396510","TIGER 차이나클린에너지SOLACTIVE","0"
"550085","QV 코스닥 150 TR ETN","0"
"139250","TIGER 200 에너지화학","0"
"002355","넥센타이어1우B","500"
"500001","신한 K200 USD 선물 바이셀 ETN","0"
"409810","KODEX 미국나스닥100선물인버스(H)","0"
"252400","KBSTAR 200선물레버리지","0"
"239660","ARIRANG 우량회사채50 1년","0"
"122090","ARIRANG 코스피50","0"
"211900","KODEX 배당성장","0"
"520047","미래에셋 인버스 2X 옥수수 선물 ETN","0"
"610065","메리츠 KIS 통안채 1년 ETN","0"
"007815","코리아써우","500"
"252420","KBSTAR 200선물인버스2X","0"
"304770","HANARO 코스닥150","0"
"580043","KB 레버리지 KOSDAQ 150 선물 ETN","0"
"472350","KTOP 차이나H(H)","0"
"005110","한창","500"
"35320","대덕전자1우","500"
"310960","TIGER 200TR","0"
"520069","미래에셋 -2X 홍콩H 선물 ETN(H)","0"
"760004","키움 인버스 미국달러선물 ETN","0"
"550086","QV 미국달러 SOFR금리 플러스 ETN","0"
"196030","ACE 일본TOPIX레버리지(H)","0"
"475270","ACE 5월만기자동연장회사채AA-이상액티브","0"
"610047","메리츠 인버스 국채3년 ETN","0"
"610018","메리츠 국채10년 ETN","0"
"404540","TIGER KRX기후변화솔루션","0"
"610029","메리츠 인버스 2X 구리 선물 ETN(H)","0"
"550070","QV 인버스 레버리지 구리 선물 ETN(H)","0"
"438560","SOL 국고채3년","0"
"381560","HANARO Fn전기&수소차","0"
"610036","메리츠 인버스 2X 대표 농산물 선물 ETN(H)","0"
"266410","KODEX 필수소비재","0"
"277540","ACE 아시아TOP50S&P","0"
"377990","TIGER Fn신재생에너지","0"
"030790","비케이탑스","500"
"352560","KODEX 다우존스미국리츠(H)","0"
"456250","KODEX 유럽명품TOP10 STOXX","0"
"449770","KOSEF 미국S&P500","0"
"168490","한국패러랠","0"
"580034","KB 레버리지 FANG 플러스 ETN(H)","0"
"520037","미래에셋 코스피200 선물 ETN","0"
"700012","하나 인버스 2X 옥수수 선물 ETN(H)","0"
"114460","ACE 국고채3년","0"
"289260","TIGER MSCI KOREA ESG리더스","0"
"139220","TIGER 200 건설","0"
"33637","솔루스첨단소재2우B","100"
"001795","대한제당우","500"
"453950","TIGER TSMC밸류체인FACTSET","0"
"411050","ACE 글로벌메타버스테크액티브","0"
"447430","ACE 주주환원가치주액티브","0"
"469150","ACE AI반도체포커스","0"
"364990","TIGER 게임TOP10","0"
"520068","미래에셋 2X 홍콩H 선물 ETN","0"
"251600","ARIRANG 고배당주채권혼합","0"
"453080","KOSEF 미국나스닥100(H)","0"
"000087","하이트진로2우B","5,000"
"500013","신한 옥수수 선물 ETN(H)","0"
"429760","ARIRANG 미국S&P500","0"
"211560","TIGER 배당성장","0"
"610003","메리츠 미국 인플레이션 국채 ETN(H)","0"
"550074","QV 블룸버그 2X 천연가스 선물 ETN(H)","0"
"265690","ACE 러시아MSCI(합성)","0"
"464600","SOL 자동차소부장Fn","0"
"530082","삼성 인버스 2X 항셍테크 ETN(H)","0"
"433970","KODEX TDF2030액티브","0"
"400590","SOL 글로벌탄소배출권선물ICE(합성)","0"
"376410","TIGER 탄소효율그린뉴딜","0"
"570060","한투 인버스 2X 금 선물 ETN","0"
"475380","KBSTAR 글로벌리얼티인컴","0"
"223190","KODEX 200가치저변동","0"
"580044","KB 인버스 2X KOSDAQ 150 선물 ETN","0"
"510027","대신 인버스 2X 코스닥 150 선물 ETN","0"
"500040","신한 레버리지 구리 선물 ETN","0"
"004835","덕성우","500"
"004105","태양금속우","500"
"337150","KODEX 200exTOP","0"
"476800","KODEX 한국부동산리츠인프라","0"
"396520","TIGER 차이나반도체FACTSET","0"
"570066","한투 인버스 2X 베트남 VN30 선물 ETN(H)","0"
"500014","신한 인버스 옥수수 선물 ETN(H)","0"
"580048","KB CSI 300 ETN","0"
"457700","KODEX 53-09 국고채액티브","0"
"520064","미래에셋 2X 미국채울트라30년 선물 ETN","0"
