"코드","종목명","액면가"
"309930","오하임앤컴퍼니","100"
"139670","키네마스터","500"
"318000","KBG","200"
"024910","경창산업","500"
"348030","모비릭스","100"
"306040","에스제이그룹","500"
"226340","본느","100"
"200230","텔콘RF제약","100"
"025550","한국선재","500"
"378800","샤페론","500"
"224110","에이텍모빌리티","500"
"053270","구영테크","500"
"393210","토마토시스템","500"
"041520","이라이콤","500"
"377220","프롬바이오","100"
"017480","삼현철강","500"
"119850","지엔씨에너지","500"
"094840","슈프리마에이치큐","500"
"239340","줌인터넷","100"
"412350","레이저쎌","500"
"087260","모바일어플라이언스","500"
"049480","오픈베이스","500"
"052900","KX하이텍","500"
"355690","에이텀","500"
"038870","에코바이오","500"
"189690","포시에스","500"
"314930","바이오다인","500"
"241820","피씨엘","500"
"017650","대림제지","500"
"106080","하이소닉","1,000"
"327260","RF머트리얼즈","500"
"065950","웰크론","500"
"024740","한일단조","500"
"092300","현우산업","500"
"307180","아이엘사이언스","100"
"256630","포인트엔지니어링","100"
"134580","탑코미디어","500"
"083660","CSA 코스믹","200"
"376180","피코그램","100"
"042110","에스씨디","500"
"288980","모아데이타","500"
"376980","원티드랩","500"
"273060","와이즈버즈","100"
"214610","미코바이오메드","500"
"033130","디지틀조선","500"
"250000","보라티알","500"
"424980","마이크로투나노","500"
"038460","바이오스마트","500"
"148930","에이치와이티씨","500"
"103840","우양","100"
"046390","삼화네트웍스","200"
"147760","피엠티","500"
"265740","엔에프씨","100"
"122350","삼기","100"
"069920","아이에스이커머스","500"
"065650","메디프론","500"
"057030","YBM넷","500"
"225220","제놀루션","500"
"115440","우리넷","500"
"052220","iMBC","500"
"290740","액트로","500"
"442900","미래에셋드림스팩1호","500"
"340810","씨유박스","500"
"352770","클리노믹스","100"
"080530","코디","500"
"023440","제이스코홀딩스","500"
"060850","영림원소프트랩","500"
"032940","원익","500"
"039830","오로라","500"
"147830","제룡산업","500"
"294140","레몬","500"
"081150","티플랙스","500"
"046970","우리로","500"
"014570","고려제약","500"
"095270","웨이브일렉트로","500"
"097800","윈팩","500"
"066900","디에이피","500"
"096690","에이루트","500"
"088910","동우팜투테이블","500"
"072470","우리산업홀딩스","500"
"175250","아이큐어","500"
"014190","원익큐브","500"
"317850","대모","500"
"049550","잉크테크","500"
"115310","인포바인","500"
"049180","셀루메드","500"
"288330","브릿지바이오테라퓨틱스","500"
"094940","푸른기술","500"
"050960","수산아이앤티","500"
"067920","이글루","500"
"168330","내츄럴엔도텍","500"
"007370","진양제약","500"
"440320","오픈놀","100"
"072990","에이치시티","500"
"238490","힘스","500"
"320000","윈텍","100"
"044060","조광ILI","500"
"322780","코퍼스코리아","100"
"220180","핸디소프트","500"
"336060","웨이버스","100"
"223250","드림씨아이에스","500"
"317690","퀀타매트릭스","500"
"024950","삼천리자전거","500"
"097780","에코볼트","1,000"
"084180","수성샐바시온","500"
"013720","CBI","1,000"
"010240","흥국","500"
"007680","대원","500"
"064850","에프앤가이드","500"
"042040","케이피엠테크","100"
"245620","EDGC","100"
"285800","진영","100"
"002230","피에스텍","500"
"434480","모니터랩","100"
"405920","나라셀라","5,000"
"417860","오브젠","500"
"373170","엠아이큐브솔루션","100"
"359090","씨엔알리서치","100"
"276730","제주맥주","500"
"189330","씨이랩","500"
"133750","메가엠디","500"
"171010","램테크놀러지","500"
"389030","지니너스","500"
"023460","CNH","2,500"
"175140","인포마크","500"
"043340","에쎈테크","500"
"109960","에이프로젠 H&G","500"
"277410","인산가","100"
"413640","비아이매트릭스","500"
"307280","원바이오젠","100"
"053350","이니텍","500"
"066130","하츠","500"
"355150","코스텍시스","500"
"128540","에코캡","100"
"091590","남화토건","500"
"115610","이미지스","500"
"415380","스튜디오삼익","500"
"418250","시큐레터","500"
"367000","플래티어","500"
"038010","제일테크노스","500"
"019540","일지테크","500"
"044960","이글벳","500"
"069540","라이트론","500"
"004780","대륙제관","500"
"088280","쏘닉스","1,000"
"173940","에프엔씨엔터","500"
"037230","한국팩키지","500"
"039420","케이엘넷","500"
"263770","유에스티","100"
"037350","성도이엔지","500"
"067170","오텍","500"
"318410","비비씨","500"
"222110","팬젠","500"
"100030","인지소프트","500"
"900100","애머릿지","1"
"056700","신화인터텍","500"
"262840","아이퀘스트","100"
"060540","에스에이티","500"
"031310","아이즈비전","500"
"304840","피플바이오","500"
"097870","효성오앤비","500"
"019990","에너토크","500"
"075970","동국알앤에스","1,000"
"197140","디지캡","500"
"417180","핑거스토리","100"
"307870","비투엔","100"
"200780","비씨월드제약","200"
"452300","캡스톤파트너스","200"
"047770","코데즈컴바인","500"
"256150","한독크린텍","500"
"139050","BF랩스","500"
"299170","더블유에스아이","100"
"298060","에스씨엠생명과학","500"
"263810","상신전자","500"
"053620","태양","500"
"040350","큐로컴","500"
"900340","윙입푸드","0"
"238120","얼라인드","500"
"099220","SDN","500"
"354200","엔젠바이오","1,000"
"226360","KH 건설","100"
"052670","제일바이오","500"
"024830","세원물산","500"
"196490","디에이테크놀로지","2,500"
"099390","브레인즈컴퍼니","500"
"100660","서암기계공업","500"
"090150","아이윈","500"
"068330","일신바이오","100"
"037030","파워넷","1,000"
"025440","DH오토웨어","2,500"
"204020","그리티","500"
"010280","쌍용정보통신","500"
"229000","젠큐릭스","500"
"032790","엠젠솔루션","500"
"065370","위세아이텍","500"
"246960","이노테라피","500"
"039610","화성밸브","500"
"016600","큐캐피탈","500"
"004590","한국가구","100"
"056360","코위버","500"
"376290","씨유테크","500"
"110020","전진바이오팜","500"
"187660","에이디엠코리아","100"
"099520","ITX-AI","500"
"022220","TKG애강","500"
"198940","한주라이트메탈","500"
"047080","한빛소프트","500"
"227610","아우딘퓨쳐스","500"
"014970","삼륭물산","500"
"335810","프리시젼바이오","500"
"388790","라이콤","100"
"007720","대명소노시즌","500"
"114630","폴라리스우노","500"
"126640","화신정공","100"
"299660","셀리드","500"
"062860","티엘아이","500"
"001840","이화공영","500"
"101390","아이엠","500"
"290380","대유","500"
"198440","고려시멘트","100"
"357880","비트나인","500"
"040610","SG&G","500"
"039020","이건홀딩스","1,000"
"003310","대주산업","500"
"267790","배럴","500"
"311390","네오크레마","500"
"405000","플라즈맵","500"
"318010","팜스빌","500"
"153490","우리이앤엘","500"
"092600","앤씨앤","500"
"377330","이지트로닉스","500"
"187220","디티앤씨","500"
"246690","TS인베스트먼트","500"
"291650","압타머사이언스","500"
"066360","체리부로","500"
"018700","바른손","1,000"
"279600","미디어젠","500"
"046940","우원개발","500"
"049830","승일","500"
"177350","베셀","500"
"013810","스페코","500"
"080010","이상네트웍스","500"
"016250","SGC이테크건설","5,000"
"217480","에스디생명공학","500"
"080520","오디텍","500"
"351320","에스에이티이엔지","100"
"073110","엘엠에스","500"
"039010","현대에이치티","500"
"181340","이즈미디어","500"
"069410","엔텔스","500"
"198080","엔피디","500"
"286750","나노브릭","500"
"109080","옵티시스","500"
"222420","쎄노텍","100"
"052300","씨티프라퍼티","500"
"033560","블루콤","500"
"078590","휴림에이텍","500"
"032580","피델릭스","500"
"052460","아이크래프트","500"
"131100","티엔엔터테인먼트","500"
"169330","엠브레인","500"
"196450","코아시아씨엠","1,000"
"048770","TPC","500"
"038060","루멘스","500"
"038620","위즈코프","500"
"199730","바이오인프라","500"
"034940","조아제약","500"
"052600","한네트","500"
"332290","누보","100"
"210120","빅텐츠","500"
"140520","대창스틸","500"
"050860","아세아텍","500"
"033200","모아텍","500"
"083550","케이엠","500"
"028080","휴맥스홀딩스","500"
"053590","한국테크놀로지","500"
"123840","한일진공","100"
"109820","진매트릭스","500"
"127120","디엔에이링크","500"
"036170","클라우드에어","1,000"
"051380","피씨디렉트","500"
"391060","엔에이치스팩20호","500"
"290120","DH오토리드","500"
"007530","와이엠","500"
"045060","오공","500"
"096610","알에프세미","500"
"076080","웰크론한텍","500"
"263920","휴엠앤씨","500"
"057540","옴니시스템","500"
"007770","한일화학","500"
"089150","케이씨티","500"
"049630","재영솔루텍","500"
"208640","썸에이지","100"
"221800","유투바이오","500"
"054540","삼영엠텍","500"
"177830","파버나인","500"
"900310","컬러레이","0"
"406820","뷰티스킨","500"
"008370","원풍","500"
"019770","서연탑메탈","500"
"289010","아이스크림에듀","500"
"332370","아이디피","500"
"138070","신진에스엠","500"
"023770","플레이위드","500"
"129890","앱코","100"
"067390","아스트","500"
"024120","KB오토시스","500"
"313760","윌링스","500"
"221980","케이디켐","500"
"065440","이루온","500"
"290520","신도기연","500"
"419540","비스토스","100"
"340440","세림B&G","100"
"052860","아이앤씨","500"
"195500","마니커에프앤지","500"
"021880","메이슨캐피탈","500"
"024940","PN풍년","500"
"429270","시지트로닉스","500"
"035620","바른손이앤에이","500"
"193250","와이제이엠게임즈","100"
"328380","솔트웨어","100"
"038950","파인디지털","500"
"368970","오에스피","500"
"187270","신화콘텍","500"
"058110","멕아이씨에스","500"
"362990","드림인사이트","100"
"203450","유니온커뮤니티","500"
"031510","오스템","500"
"009620","삼보산업","100"
"072950","빛샘전자","500"
"040160","누리플렉스","500"
"005670","푸드웰","500"
"290660","네오펙트","500"
"088290","이원컴포텍","500"
"085910","네오티스","500"
"065060","지엔코","500"
"094860","네오리진","500"
"049120","파인디앤씨","500"
"101240","씨큐브","500"
"054300","팬스타엔터프라이즈","500"
"297570","알로이스","100"
"046310","백금T&A","500"
"148780","비플라이소프트","500"
"036690","코맥스","500"
"214870","뉴지랩파마","500"
"054180","메디콕스","500"
"101000","상상인인더스트리","500"
"037760","쎄니트","500"
"114450","그린생명과학","500"
"222980","한국맥널티","500"
"153460","네이블","500"
"448740","삼성스팩8호","500"
"363250","진시스템","500"
"131220","대한과학","500"
"331520","밸로프","100"
"021650","한국큐빅","500"
"045520","크린앤사이언스","500"
"221840","하이즈항공","500"
"032960","동일기연","500"
"024840","KBI메탈","500"
"021040","대호특수강","5,000"
"067010","이씨에스","500"
"065500","오리엔트정공","500"
"228340","동양파일","500"
"356890","싸이버원","500"
"204630","스튜디오산타클로스","500"
"263020","디케이앤디","500"
"089530","에이티세미콘","500"
"032980","바이온","500"
"060900","DGP","1,000"
"012340","뉴인텍","500"
"045340","토탈소프트","500"
"051390","YW","500"
"006050","국영지앤엠","500"
"238200","비피도","500"
"053950","경남제약","500"
"219550","디와이디","500"
"017510","세명전기","500"
"089140","넥스턴바이오","2,500"
"127710","아시아경제","500"
"032750","삼진","500"
"331380","포커스에이치엔에스","100"
"002290","삼일기업공사","500"
"037400","우리엔터프라이즈","500"
"435620","하나금융25호스팩","500"
"353190","휴럼","100"
"184230","SGA솔루션즈","100"
"208710","바이오로그디바이스","100"
"900110","이스트아시아홀딩스","0"
"006920","모헨즈","500"
"312610","에이에프더블류","500"
"290560","신시웨이","500"
"111870","KH 전자","500"
"075130","플랜티넷","500"
"036000","예림당","500"
"131090","시큐브","100"
"045510","정원엔시스","500"
"071850","캐스텍코리아","500"
"079170","한창산업","500"
"247660","나노씨엠에스","500"
"025880","케이씨피드","500"
"051780","큐로홀딩스","500"
"020180","대신정보통신","500"
"187790","나노","500"
"291810","핀텔","500"
"290270","휴네시온","500"
"130500","GH신소재","500"
"119500","포메탈","500"
"080720","한국유니온제약","500"
"001810","무림SP","500"
"146060","율촌","100"
"232830","시큐센","500"
"018680","서울제약","500"
"123010","아이윈플러스","500"
"039310","세중","500"
"121850","코이즈","500"
"036480","대성미생물","500"
"192390","윈하이텍","500"
"059100","아이컴포넌트","500"
"115480","씨유메디칼","500"
"246250","에스엘에스바이오","500"
"143540","영우디에스피","500"
"016920","카스","500"
"189860","서전기전","500"
"042940","상지카일룸","500"
"083640","인콘","500"
"045300","성우테크론","500"
"060240","룽투코리아","500"
"065170","비엘팜텍","500"
"131760","파인텍","500"
"380540","옵티코어","100"
"016100","리더스코스메틱","500"
"050120","ES큐브","5,000"
"452980","신한제11호스팩","100"
"012620","원일특강","500"
"008470","부스타","500"
"048470","대동스틸","500"
"372800","아이티아이즈","500"
"002680","한탑","500"
"123750","알톤스포츠","500"
"036180","지더블유바이텍","500"
"065570","삼영이엔씨","500"
"060380","동양에스텍","500"
"296640","이노룰스","500"
"083470","이엠앤아이","500"
"093380","풍강","500"
"076610","해성옵틱스","500"
"054090","삼진엘앤디","500"
"117670","알파홀딩스","500"
"900120","씨엑스아이","0"
"101400","엔시트론","500"
"095910","에스에너지","500"
"317240","TS트릴리온","100"
"215480","토박스코리아","500"
"258790","소프트캠프","100"
"086060","진바이오텍","500"
"252500","세화피앤씨","100"
"079000","와토스코리아","500"
"317120","라닉스","500"
"237750","피앤씨테크","500"
"439250","삼성스팩7호","500"
"318160","셀바이오휴먼텍","500"
"303360","프로티아","500"
"033050","제이엠아이","1,000"
"058450","엔터파트너즈","500"
"035460","기산텔레콤","500"
"043710","서울리거","500"
"001000","신라섬유","100"
"017000","신원종합개발","5,000"
"089230","THE E&M","1,000"
"038340","MIT","500"
"148250","알엔투테크놀로지","500"
"347700","라이프시맨틱스","500"
"208350","지란지교시큐리티","500"
"080470","성창오토텍","500"
"190650","코리아에셋투자증권","5,000"
"026040","제이에스티나","500"
"030350","드래곤플라이","500"
"081580","성우전자","500"
"043090","엑서지21","500"
"113810","디젠스","500"
"014100","메디앙스","500"
"352940","인바이오","500"
"018620","우진비앤지","500"
"044480","블레이드 Ent","500"
"131180","딜리","100"
"048830","엔피케이","500"
"317530","캐리소프트","500"
"099410","동방선기","500"
"331920","셀레믹스","500"
"058530","파나케이아","500"
"299910","베스파","500"
"310870","디와이씨","100"
"035200","프럼파스트","500"
"073190","듀오백","500"
"019660","글로본","500"
"019570","리더스 기술투자","500"
"032080","아즈텍WB","500"
"215790","이노인스트루먼트","500"
"067730","로지시스","500"
"333050","모코엠시스","100"
"137940","넥스트아이","100"
"050760","에스폴리텍","500"
"091340","S&K폴리텍","500"
"104040","대성파인텍","100"
"373200","하인크코리아","100"
"049470","SGA","1,000"
"063760","이엘피","500"
"072520","제넨바이오","500"
"154040","다산솔루에타","500"
"138360","협진","500"
"060260","뉴보텍","500"
"031860","에스유홀딩스","500"
"043590","웰킵스하이텍","500"
"130740","티피씨글로벌","500"
"079190","케스피온","500"
"035290","골드앤에스","500"
"053060","세동","500"
"308100","까스텔바작","500"
"068940","셀피글로벌","200"
"079970","투비소프트","500"
"217620","디딤이앤에프","100"
"365900","브이씨","500"
"044780","에이치케이","500"
"027040","서울전자통신","500"
"043100","솔고바이오","500"
"424760","벨로크","100"
"079650","서산","100"
"154030","아시아종묘","500"
"451700","엔에이치스팩29호","100"
"032280","삼일","1,000"
"008290","원풍물산","500"
"225590","패션플랫폼","100"
"323230","엠에프엠코리아","100"
"025870","신라에스지","500"
"038530","케이바이오","100"
"123330","제닉","500"
"900070","글로벌에스엠","0"
"054220","비츠로시스","500"
"900270","헝셩그룹","0"
"054410","케이피티유","500"
"344860","이노진","100"
"085810","알티캐스트","500"
"020400","대동금속","1,000"
"084440","유비온","100"
"900260","로스웰","0"
"179530","애드바이오텍","500"
"900280","골든센츄리","0"
"103230","에스앤더블류","500"
"039740","한국정보공학","500"
"060480","국일신동","500"
"054940","엑사이엔씨","500"
"275630","에스에스알","500"
"043200","파루","500"
"377460","위니아에이드","500"
"091970","나노캠텍","500"
"159910","스킨앤스킨","100"
"017250","인터엠","500"
"464680","KB제27호스팩","100"
"082660","코스나인","500"
"098660","에스티오","500"
"335870","윙스풋","100"
"224060","더코디","500"
"361670","삼영에스앤씨","500"
"208860","엔지스테크널러지","500"
"225430","케이엠제약","100"
"032800","판타지오","100"
"215380","우정바이오","500"
"188260","세니젠","500"
"065150","대산F&B","100"
"043360","디지아이","500"
"073540","에프알텍","500"
"219750","지티지웰니스","500"
"192410","휴림네트웍스","500"
"079950","인베니아","500"
"121890","에스디시스템","500"
"196700","웹스","500"
"065770","CS","500"
"250930","예선테크","100"
"134060","이퓨쳐","500"
"258830","세종메디칼","100"
"066430","와이오엠","500"
"106240","파인테크닉스","500"
"016670","디모아","500"
"067770","세진티에스","500"
"191410","육일씨엔에쓰","500"
"070590","한솔인티큐브","500"
"468510","삼성스팩9호","100"
"223310","커머스마이너","100"
"214310","에스엘에너지","100"
"033790","스카이문스테크놀로지","500"
"101680","한국정밀기계","500"
"230980","비유테크놀러지","100"
"071460","위니아","500"
"026910","광진실업","500"
"069140","누리플랜","500"
"115570","스타플렉스","500"
"011080","형지I&C","500"
"436530","케이비제22호스팩","100"
"054630","에이디칩스","500"
"050090","비케이홀딩스","500"
"069330","유아이디","500"
"449020","유안타제13호스팩","100"
"900300","오가닉티코스메틱","0"
"419270","신영스팩7호","100"
"457630","대신밸런스제16호스팩","100"
"070300","엑스큐어","500"
"430230","하나금융24호스팩","100"
"096870","엘디티","500"
"044180","KD","500"
"115530","씨엔플러스","100"
"065420","에스아이리소스","100"
"466910","엔에이치스팩30호","100"
"227100","에이치앤비디자인","500"
"439410","엔에이치스팩26호","100"
"244460","올리패스","500"
"023790","동일철강","500"
"405640","신한제9호스팩","100"
"065690","파커스","500"
"440820","엔에이치스팩27호","100"
"424140","케이비제21호스팩","100"
"106520","노블엠앤비","1,000"
"406760","하나금융21호스팩","100"
"430220","신영스팩8호","100"
"457390","대신밸런스제15호스팩","100"
"078860","아이오케이","500"
"422040","엔에이치스팩23호","100"
"397880","교보11호스팩","100"
"393360","신한제8호스팩","100"
"454750","하나28호스팩","100"
"469880","하나30호스팩","100"
"442310","대신밸런스제14호스팩","100"
"062970","피피아이","500"
"413630","유진스팩8호","100"
"421800","교보12호스팩","100"
"473050","유안타제15호스팩","100"
"471050","대신밸런스제17호스팩","100"
"436610","한국제11호스팩","100"
"412930","미래에셋비전스팩1호","100"
"458320","KB제26호스팩","100"
"418170","하나금융22호스팩","100"
"446750","하나26호스팩","100"
"438220","대신밸런스제13호스팩","100"
"430460","한화플러스제3호스팩","100"
"425290","삼성스팩6호","100"
"446840","키움제8호스팩","100"
"435380","유안타제10호스팩","100"
"388800","유진스팩7호","100"
"03481","해성산업1우","500"
"445970","신영스팩9호","100"
"448370","하나27호스팩","100"
"456440","DB금융스팩11호","100"
"174880","장원테크","500"
"469900","하나31호스팩","100"
"454640","하나29호스팩","100"
"430700","유안타제9호스팩","100"
"455910","에스케이증권제9호스팩","100"
"448830","미래에셋비전스팩3호","100"
"415580","상상인제3호스팩","100"
"439730","IBKS제20호스팩","100"
"444920","유안타제11호스팩","100"
"437780","엔에이치스팩24호","100"
"400840","하이제7호스팩","100"
"046070","코다코","500"
"450050","하이제8호스팩","100"
"446190","미래에셋비전스팩2호","100"
"058220","아리온","500"
"448760","IBKS제22호스팩","100"
"452670","상상인제4호스팩","100"
"455310","한화플러스제4호스팩","100"
"442770","IBKS제21호스팩","100"
"446150","유안타제12호스팩","100"
"472220","신영스팩10호","100"
"450940","유안타제14호스팩","100"
"464440","한국제13호스팩","100"
"455250","KB제25호스팩","100"
"458610","한국제12호스팩","100"
"467930","IBKS제23호스팩","100"
"456490","교보14호스팩","100"
"469480","IBKS제24호스팩","100"
"440790","교보13호스팩","100"
"468760","유진스팩10호","100"
"462020","에이치엠씨제6호스팩","100"
"445360","비엔케이제1호스팩","100"
"418210","신한제10호스팩","100"
"472230","에스케이증권제11호스팩","100"
"433530","키움제7호스팩","100"
"473370","비엔케이제2호스팩","100"
"386580","한화플러스제2호스팩","100"
"435870","에스케이증권제8호스팩","100"
"465320","교보15호스팩","100"
"442130","유진스팩9호","100"
"457940","에스케이증권제10호스팩","100"
"161570","THE MIDONG","500"
"413600","키움제6호스팩","100"
"438580","엔에이치스팩25호","100"
"032685","소프트센우","200"
"021045","대호특수강우","5,000"
